Station Name,State,Latitude,Longitude,Year,Total Days
JOE FOSS FIELD AIRPORT,SD,43.578,-96.754,2019,35
TED STEVENS ANCHORAGE INTL,AK,61.169,-150.028,2019,35
DULUTH INTERNATIONAL AIRPORT,MN,46.844,-92.187,2019,34
FORT WAYNE INTERNATIONAL AIRPORT,IN,40.972,-85.206,2019,34
MINNEAPOLIS-ST PAUL INTERNATIONAL AP,MN,44.885,-93.231,2019,34
PHILADELPHIA INTERNATIONAL AIRPORT,PA,39.873,-75.227,2019,34
RONALD REAGAN WASHINGTON NATL AP,VA,38.847,-77.035,2019,34
WASHINGTON DULLES INTERNATIONAL AP,VA,38.935,-77.447,2019,34
CHICAGO O'HARE INTERNATIONAL AIRPORT,IL,41.96,-87.932,2019,33
EASTERN IOWA REGIONAL AIRPORT,IA,41.883,-91.725,2019,33
J.M.COX DAYTON INTERNATIONAL AIRPORT,OH,39.906,-84.219,2019,33
HARRISBURG INTERNATIONAL AIRPORT,PA,40.196,-76.772,2019,32
KANSAS CITY INTERNATIONAL AIRPORT,MO,39.297,-94.731,2019,32
WICHITA EISENHOWER NATIONAL,KS,37.648,-97.43,2019,32
CHARLOTTESVILLE ALBEMARLE ARPT,VA,38.137,-78.455,2019,31
PITTSBURGH INTERNATIONAL AIRPORT,PA,40.485,-80.214,2019,31
FAIRBANKS INTERNATIONAL,AK,64.803,-147.876,2019,30
HECTOR INTERNATIONAL AIRPORT,ND,46.924,-96.812,2019,28
JUNEAU INTERNATIONAL,AK,58.354,-134.556,2019,28
TULSA INTERNATIONAL AIRPORT,OK,36.199,-95.878,2019,28
NWPT NEWS/WIMBURG INTL APT,VA,37.132,-76.494,2019,27
PORT COLUMBUS INTERNATIONAL AIRPORT,OH,39.991,-82.877,2019,27
ABRAHAM LINCOLN CAPITAL AIRPORT,IL,39.845,-89.684,2019,26
LAMBERT-ST LOUIS INTERNATIONAL AP,MO,38.752,-90.373,2019,26
RICHMOND INTERNATIONAL AIRPORT,VA,37.512,-77.323,2019,26
INDIANAPOLIS INTERNATIONAL AIRPORT,IN,39.725,-86.282,2019,25
NORFOLK INTERNATIONAL AIRPORT,VA,36.904,-76.193,2019,25
WILL ROGERS WORLD AIRPORT,OK,35.388,-97.6,2019,24
CINCINNATI/NORTHERN KENTUCKY INTL AP,KY,39.044,-84.672,2019,23
YEAGER AIRPORT,WV,38.38,-81.591,2019,22
LOUISVILLE INTL-STANDIFORD FIELD AP,KY,38.177,-85.731,2019,19
GALLATIN FIELD AIRPORT,MT,45.788,-111.162,2019,18
SALT LAKE CITY INTERNATIONAL AIRPORT,UT,40.771,-111.965,2019,16
EL PASO INTERNATIONAL AIRPORT,TX,31.812,-106.377,2019,15
RALEIGH-DURHAM INTERNATIONAL AP,NC,35.892,-78.782,2019,15
DALLAS/FT WORTH INTERNATIONAL AP,TX,32.897,-97.022,2019,14
ANDREWS AIR FORCE BASE AIRPORT,MD,38.817,-76.867,2019,13
BILLINGS LOGAN INTERNATIONAL AIRPORT,MT,45.807,-108.546,2019,13
NASHVILLE INTERNATIONAL AIRPORT,TN,36.111,-86.688,2019,13
MEMPHIS INTERNATIONAL AIRPORT,TN,35.056,-89.986,2019,12
PIEDMONT TRIAD INTERNATIONAL AIRPORT,NC,36.097,-79.943,2019,12
SPOKANE INTERNATIONAL AIRPORT,WA,47.622,-117.528,2019,12
CHARLOTTE/DOUGLAS INTERNATIONAL AP,NC,35.223,-80.954,2019,11
HUNTSVILLE INTL/C.T.JONES FIELD AIRPORT,AL,34.644,-86.786,2019,11
PORTLAND INTERNATIONAL AIRPORT,OR,45.596,-122.609,2019,11
GREENVILLE-SPARTANBURG INTL AIRPORT,SC,34.906,-82.213,2019,10
RENO/TAHOE INTERNATIONAL AIRPORT,NV,39.508,-119.768,2019,10
SEATTLE-TACOMA INTERNATIONAL AIRPORT,WA,47.445,-122.314,2019,10
BOISE AIR TERMINAL/GOWEN FD AIRPORT,ID,43.567,-116.241,2019,9
SHREVEPORT REGIONAL AIRPORT,LA,32.447,-93.824,2019,9
WILMINGTON INTERNATIONAL AIRPORT,NC,34.267,-77.9,2019,9
BIRMINGHAM INTERNATIONAL AIRPORT,AL,33.565,-86.745,2019,8
CHARLESTON AFB/INTERNATIONAL AIRPORT,SC,32.899,-80.041,2019,8
HARTSFIELD-JACKSON ATLANTA INTL AP,GA,33.63,-84.442,2019,8
JACKSON INTERNATIONAL AIRPORT,MS,32.32,-90.078,2019,7
LITTLE ROCK AFB AIRPORT,AR,34.917,-92.15,2019,7
MAHLON SWEET FIELD AIRPORT,OR,44.133,-123.216,2019,6
MCCARRAN INTERNATIONAL AIRPORT,NV,36.072,-115.163,2019,6
AUSTIN-BERGSTROM INTL AIRPORT,TX,30.183,-97.68,2019,5
JACKSONVILLE INTERNATIONAL AIRPORT,FL,30.495,-81.694,2019,4
SAN ANTONIO INTERNATIONAL AIRPORT,TX,29.544,-98.484,2019,4
SAN FRANCISCO INTERNATIONAL AIRPORT,CA,37.62,-122.366,2019,4
SAVANNAH/HILTON HEAD INTL AIRPORT,GA,32.131,-81.202,2019,4
PENSACOLA REGIONAL AIRPORT,FL,30.476,-87.186,2019,3
TUCSON INTERNATIONAL AIRPORT,AZ,32.132,-110.956,2019,3
FRESNO YOSEMITE INTERNATIONAL AIRPORT,CA,36.78,-119.72,2019,2
G BUSH INTERCONTINENTAL AP/HOUSTON AP,TX,29.984,-95.361,2019,2
GULFPORT-BILOXI INTL ARPT,MS,30.412,-89.081,2019,2
LOS ANGELES INTERNATIONAL AIRPORT,CA,33.938,-118.387,2019,2
SACRAMENTO INTL AIRPORT,CA,38.701,-121.595,2019,2
LOUIS ARMSTRONG NEW ORLEANS INTL AP,LA,29.998,-90.278,2019,1
ORLANDO INTERNATIONAL AIRPORT,FL,28.418,-81.324,2019,1
PHOENIX SKY HARBOR INTL AIRPORT,AZ,33.428,-112.004,2019,1
SANTA BARBARA MUNICIPAL AIRPORT,CA,34.424,-119.842,2019,1
FT LAUD/HOLLYWOOD INTL APT,FL,26.079,-80.162,2019,0
HONOLULU INTERNATIONAL AIRPORT,HI,21.324,-157.939,2019,0
J. WAYNE APT-ORANGE CO APT,CA,33.68,-117.867,2019,0
KAHULUI AIRPORT,HI,20.889,-156.435,2019,0
LIHUE AIRPORT,HI,21.98,-159.339,2019,0
MIAMI INTERNATIONAL AIRPORT,FL,25.788,-80.317,2019,0
ONTARIO INTERNATIONAL ARPT,CA,34.053,-117.577,2019,0
SAN DIEGO INTERNATIONAL AIRPORT,CA,32.734,-117.183,2019,0
TAMPA INTERNATIONAL AIRPORT,FL,27.963,-82.54,2019,0
CITY OF COLORADO SPRINGS MUNICIPAL AP,CO,38.809,-104.689,2020,61
PORTLAND INTERNATIONAL JETPORT AP,ME,43.642,-70.304,2020,52
MANCHESTER AIRPORT,NH,42.93,-71.436,2020,51
GEN E L LOGAN INTERNATIONAL AIRPORT,MA,42.361,-71.01,2020,49
HECTOR INTERNATIONAL AIRPORT,ND,46.924,-96.812,2020,46
DENVER INTERNATIONAL AIRPORT,CO,39.847,-104.656,2020,44
BURLINGTON INTERNATIONAL AIRPORT,VT,44.468,-73.15,2020,43
NATRONA COUNTY INTERNATIONAL AP,WY,42.898,-106.474,2020,42
THEODORE F GREEN STATE AIRPORT,RI,41.723,-71.432,2020,42
TED STEVENS ANCHORAGE INTL,AK,61.169,-150.028,2020,41
BRADLEY INTERNATIONAL AIRPORT,CT,41.937,-72.682,2020,40
ALBANY INTERNATIONAL AIRPORT,NY,42.747,-73.799,2020,39
JUNEAU INTERNATIONAL,AK,58.354,-134.556,2020,38
ATLANTIC CITY INTERNATIONAL AIRPORT,NJ,39.452,-74.567,2020,36
NEWARK LIBERTY INTERNATIONAL AP,NJ,40.683,-74.169,2020,35
FAIRBANKS INTERNATIONAL,AK,64.803,-147.876,2020,34
TRENTON MERCER AIRPORT,NJ,40.277,-74.816,2020,34
BUFFALO NIAGARA INTERNATIONAL AP,NY,42.94,-78.736,2020,33
JOE FOSS FIELD AIRPORT,SD,43.578,-96.754,2020,33
JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.764,2020,33
LINCOLN MUNICIPAL AIRPORT,NE,40.848,-96.765,2020,33
MINNEAPOLIS-ST PAUL INTERNATIONAL AP,MN,44.885,-93.231,2020,33
PHILADELPHIA INTERNATIONAL AIRPORT,PA,39.873,-75.227,2020,33
SYRACUSE HANCOCK INTERNATIONAL AP,NY,43.111,-76.104,2020,33
BILLINGS LOGAN INTERNATIONAL AIRPORT,MT,45.807,-108.546,2020,32
GREATER ROCHESTER INTERNATIONAL AP,NY,43.117,-77.675,2020,32
WICHITA EISENHOWER NATIONAL,KS,37.648,-97.43,2020,32
ALBUQUERQUE INTL SUNPORT AIRPORT,NM,35.042,-106.615,2020,31
GALLATIN FIELD AIRPORT,MT,45.788,-111.162,2020,31
LA GUARDIA AIRPORT,NY,40.779,-73.88,2020,31
RONALD REAGAN WASHINGTON NATL AP,VA,38.847,-77.035,2020,31
DULUTH INTERNATIONAL AIRPORT,MN,46.844,-92.187,2020,30
EPPLEY AIRFIELD AIRPORT,NE,41.312,-95.902,2020,30
BALTIMORE-WASHINGTON INTL AIRPORT,MD,39.173,-76.684,2020,29
AUSTIN STRAUBEL INTERNATIONAL AP,WI,44.48,-88.137,2020,28
SEATTLE-TACOMA INTERNATIONAL AIRPORT,WA,47.445,-122.314,2020,28
GENERAL MITCHELL INTERNATIONAL AP,WI,42.955,-87.905,2020,27
HARRISBURG INTERNATIONAL AIRPORT,PA,40.196,-76.772,2020,27
CHARLOTTESVILLE ALBEMARLE ARPT,VA,38.137,-78.455,2020,26
RICHMOND INTERNATIONAL AIRPORT,VA,37.512,-77.323,2020,25
WASHINGTON DULLES INTERNATIONAL AP,VA,38.935,-77.447,2020,25
CLEVELAND-HOPKINS INTERNATIONAL AP,OH,41.406,-81.852,2020,24
DETROIT METRO WAYNE COUNTY AIRPORT,MI,42.231,-83.331,2020,24
GERALD R FORD INTERNATIONAL AIRPORT,MI,42.882,-85.523,2020,24
NORFOLK INTERNATIONAL AIRPORT,VA,36.904,-76.193,2020,23
NWPT NEWS/WIMBURG INTL APT,VA,37.132,-76.494,2020,23
CHICAGO MIDWAY INTL ARPT,IL,41.784,-87.755,2020,22
CHICAGO O'HARE INTERNATIONAL AIRPORT,IL,41.96,-87.932,2020,22
PITTSBURGH INTERNATIONAL AIRPORT,PA,40.485,-80.214,2020,22
WILL ROGERS WORLD AIRPORT,OK,35.388,-97.6,2020,22
DES MOINES INTERNATIONAL AIRPORT,IA,41.534,-93.653,2020,21
KANSAS CITY INTERNATIONAL AIRPORT,MO,39.297,-94.731,2020,21
RENO/TAHOE INTERNATIONAL AIRPORT,NV,39.508,-119.768,2020,21
SPOKANE INTERNATIONAL AIRPORT,WA,47.622,-117.528,2020,21
EASTERN IOWA REGIONAL AIRPORT,IA,41.883,-91.725,2020,20
PORT COLUMBUS INTERNATIONAL AIRPORT,OH,39.991,-82.877,2020,20
CINCINNATI/NORTHERN KENTUCKY INTL AP,KY,39.044,-84.672,2020,19
EL PASO INTERNATIONAL AIRPORT,TX,31.812,-106.377,2020,19
FORT WAYNE INTERNATIONAL AIRPORT,IN,40.972,-85.206,2020,19
J.M.COX DAYTON INTERNATIONAL AIRPORT,OH,39.906,-84.219,2020,19
INDIANAPOLIS INTERNATIONAL AIRPORT,IN,39.725,-86.282,2020,18
RALEIGH-DURHAM INTERNATIONAL AP,NC,35.892,-78.782,2020,18
SALT LAKE CITY INTERNATIONAL AIRPORT,UT,40.771,-111.965,2020,18
TULSA INTERNATIONAL AIRPORT,OK,36.199,-95.878,2020,18
LAMBERT-ST LOUIS INTERNATIONAL AP,MO,38.752,-90.373,2020,17
PORTLAND INTERNATIONAL AIRPORT,OR,45.596,-122.609,2020,17
ANDREWS AIR FORCE BASE AIRPORT,MD,38.817,-76.867,2020,16
BOISE AIR TERMINAL/GOWEN FD AIRPORT,ID,43.567,-116.241,2020,15
LOUISVILLE INTL-STANDIFORD FIELD AP,KY,38.177,-85.731,2020,15
PIEDMONT TRIAD INTERNATIONAL AIRPORT,NC,36.097,-79.943,2020,15
YEAGER AIRPORT,WV,38.38,-81.591,2020,15
ABRAHAM LINCOLN CAPITAL AIRPORT,IL,39.845,-89.684,2020,14
NASHVILLE INTERNATIONAL AIRPORT,TN,36.111,-86.688,2020,13
WILMINGTON INTERNATIONAL AIRPORT,NC,34.267,-77.9,2020,13
CHARLOTTE/DOUGLAS INTERNATIONAL AP,NC,35.223,-80.954,2020,12
MAHLON SWEET FIELD AIRPORT,OR,44.133,-123.216,2020,12
DALLAS/FT WORTH INTERNATIONAL AP,TX,32.897,-97.022,2020,11
GREENVILLE-SPARTANBURG INTL AIRPORT,SC,34.906,-82.213,2020,11
HARTSFIELD-JACKSON ATLANTA INTL AP,GA,33.63,-84.442,2020,11
LITTLE ROCK AFB AIRPORT,AR,34.917,-92.15,2020,11
MEMPHIS INTERNATIONAL AIRPORT,TN,35.056,-89.986,2020,11
HUNTSVILLE INTL/C.T.JONES FIELD AIRPORT,AL,34.644,-86.786,2020,10
JACKSON INTERNATIONAL AIRPORT,MS,32.32,-90.078,2020,9
SHREVEPORT REGIONAL AIRPORT,LA,32.447,-93.824,2020,8
MCCARRAN INTERNATIONAL AIRPORT,NV,36.072,-115.163,2020,7
AUSTIN-BERGSTROM INTL AIRPORT,TX,30.183,-97.68,2020,6
BIRMINGHAM INTERNATIONAL AIRPORT,AL,33.565,-86.745,2020,6
CHARLESTON AFB/INTERNATIONAL AIRPORT,SC,32.899,-80.041,2020,6
SAN ANTONIO INTERNATIONAL AIRPORT,TX,29.544,-98.484,2020,6
GULFPORT-BILOXI INTL ARPT,MS,30.412,-89.081,2020,4
SAVANNAH/HILTON HEAD INTL AIRPORT,GA,32.131,-81.202,2020,4
LOUIS ARMSTRONG NEW ORLEANS INTL AP,LA,29.998,-90.278,2020,3
TUCSON INTERNATIONAL AIRPORT,AZ,32.132,-110.956,2020,3
G BUSH INTERCONTINENTAL AP/HOUSTON AP,TX,29.984,-95.361,2020,2
LOS ANGELES INTERNATIONAL AIRPORT,CA,33.938,-118.387,2020,2
LIHUE AIRPORT,HI,21.98,-159.339,2020,1
PENSACOLA REGIONAL AIRPORT,FL,30.476,-87.186,2020,1
PHOENIX SKY HARBOR INTL AIRPORT,AZ,33.428,-112.004,2020,1
FRESNO YOSEMITE INTERNATIONAL AIRPORT,CA,36.78,-119.72,2020,0
FT LAUD/HOLLYWOOD INTL APT,FL,26.079,-80.162,2020,0
HONOLULU INTERNATIONAL AIRPORT,HI,21.324,-157.939,2020,0
J. WAYNE APT-ORANGE CO APT,CA,33.68,-117.867,2020,0
JACKSONVILLE INTERNATIONAL AIRPORT,FL,30.495,-81.694,2020,0
KAHULUI AIRPORT,HI,20.889,-156.435,2020,0
MIAMI INTERNATIONAL AIRPORT,FL,25.788,-80.317,2020,0
ONTARIO INTERNATIONAL ARPT,CA,34.053,-117.577,2020,0
ORLANDO INTERNATIONAL AIRPORT,FL,28.418,-81.324,2020,0
SACRAMENTO INTL AIRPORT,CA,38.701,-121.595,2020,0
SAN DIEGO INTERNATIONAL AIRPORT,CA,32.734,-117.183,2020,0
SAN FRANCISCO INTERNATIONAL AIRPORT,CA,37.62,-122.366,2020,0
SANTA BARBARA MUNICIPAL AIRPORT,CA,34.424,-119.842,2020,0
TAMPA INTERNATIONAL AIRPORT,FL,27.963,-82.54,2020,0
CITY OF COLORADO SPRINGS MUNICIPAL AP,CO,38.809,-104.689,2021,57
JUNEAU INTERNATIONAL,AK,58.354,-134.556,2021,57
DENVER INTERNATIONAL AIRPORT,CO,39.847,-104.656,2021,47
TED STEVENS ANCHORAGE INTL,AK,61.169,-150.028,2021,42
GEN E L LOGAN INTERNATIONAL AIRPORT,MA,42.361,-71.01,2021,38
PORTLAND INTERNATIONAL JETPORT AP,ME,43.642,-70.304,2021,37
ALBUQUERQUE INTL SUNPORT AIRPORT,NM,35.042,-106.615,2021,36
HECTOR INTERNATIONAL AIRPORT,ND,46.924,-96.812,2021,36
MANCHESTER AIRPORT,NH,42.93,-71.436,2021,36
THEODORE F GREEN STATE AIRPORT,RI,41.723,-71.432,2021,34
GALLATIN FIELD AIRPORT,MT,45.788,-111.162,2021,33
BURLINGTON INTERNATIONAL AIRPORT,VT,44.468,-73.15,2021,32
FAIRBANKS INTERNATIONAL,AK,64.803,-147.876,2021,31
BRADLEY INTERNATIONAL AIRPORT,CT,41.937,-72.682,2021,30
JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.764,2021,30
LA GUARDIA AIRPORT,NY,40.779,-73.88,2021,30
MINNEAPOLIS-ST PAUL INTERNATIONAL AP,MN,44.885,-93.231,2021,30
BILLINGS LOGAN INTERNATIONAL AIRPORT,MT,45.807,-108.546,2021,29
DULUTH INTERNATIONAL AIRPORT,MN,46.844,-92.187,2021,29
GERALD R FORD INTERNATIONAL AIRPORT,MI,42.882,-85.523,2021,29
JOE FOSS FIELD AIRPORT,SD,43.578,-96.754,2021,29
NATRONA COUNTY INTERNATIONAL AP,WY,42.898,-106.474,2021,29
ALBANY INTERNATIONAL AIRPORT,NY,42.747,-73.799,2021,28
DETROIT METRO WAYNE COUNTY AIRPORT,MI,42.231,-83.331,2021,28
EPPLEY AIRFIELD AIRPORT,NE,41.312,-95.902,2021,28
NEWARK LIBERTY INTERNATIONAL AP,NJ,40.683,-74.169,2021,28
BUFFALO NIAGARA INTERNATIONAL AP,NY,42.94,-78.736,2021,27
CHICAGO MIDWAY INTL ARPT,IL,41.784,-87.755,2021,27
CHICAGO O'HARE INTERNATIONAL AIRPORT,IL,41.96,-87.932,2021,27
DES MOINES INTERNATIONAL AIRPORT,IA,41.534,-93.653,2021,27
EASTERN IOWA REGIONAL AIRPORT,IA,41.883,-91.725,2021,27
GENERAL MITCHELL INTERNATIONAL AP,WI,42.955,-87.905,2021,27
GREATER ROCHESTER INTERNATIONAL AP,NY,43.117,-77.675,2021,27
ATLANTIC CITY INTERNATIONAL AIRPORT,NJ,39.452,-74.567,2021,26
ABRAHAM LINCOLN CAPITAL AIRPORT,IL,39.845,-89.684,2021,25
INDIANAPOLIS INTERNATIONAL AIRPORT,IN,39.725,-86.282,2021,25
LINCOLN MUNICIPAL AIRPORT,NE,40.848,-96.765,2021,25
AUSTIN STRAUBEL INTERNATIONAL AP,WI,44.48,-88.137,2021,24
CLEVELAND-HOPKINS INTERNATIONAL AP,OH,41.406,-81.852,2021,24
SYRACUSE HANCOCK INTERNATIONAL AP,NY,43.111,-76.104,2021,24
WICHITA EISENHOWER NATIONAL,KS,37.648,-97.43,2021,23
CINCINNATI/NORTHERN KENTUCKY INTL AP,KY,39.044,-84.672,2021,22
FORT WAYNE INTERNATIONAL AIRPORT,IN,40.972,-85.206,2021,22
SEATTLE-TACOMA INTERNATIONAL AIRPORT,WA,47.445,-122.314,2021,22
J.M.COX DAYTON INTERNATIONAL AIRPORT,OH,39.906,-84.219,2021,21
TRENTON MERCER AIRPORT,NJ,40.277,-74.816,2021,20
KANSAS CITY INTERNATIONAL AIRPORT,MO,39.297,-94.731,2021,19
PITTSBURGH INTERNATIONAL AIRPORT,PA,40.485,-80.214,2021,19
PORT COLUMBUS INTERNATIONAL AIRPORT,OH,39.991,-82.877,2021,19
LOUISVILLE INTL-STANDIFORD FIELD AP,KY,38.177,-85.731,2021,18
NWPT NEWS/WIMBURG INTL APT,VA,37.132,-76.494,2021,18
PHILADELPHIA INTERNATIONAL AIRPORT,PA,39.873,-75.227,2021,18
RICHMOND INTERNATIONAL AIRPORT,VA,37.512,-77.323,2021,18
NORFOLK INTERNATIONAL AIRPORT,VA,36.904,-76.193,2021,17
SPOKANE INTERNATIONAL AIRPORT,WA,47.622,-117.528,2021,17
LAMBERT-ST LOUIS INTERNATIONAL AP,MO,38.752,-90.373,2021,16
CHARLOTTESVILLE ALBEMARLE ARPT,VA,38.137,-78.455,2021,14
EL PASO INTERNATIONAL AIRPORT,TX,31.812,-106.377,2021,14
BALTIMORE-WASHINGTON INTL AIRPORT,MD,39.173,-76.684,2021,13
TULSA INTERNATIONAL AIRPORT,OK,36.199,-95.878,2021,13
YEAGER AIRPORT,WV,38.38,-81.591,2021,13
HARRISBURG INTERNATIONAL AIRPORT,PA,40.196,-76.772,2021,12
RENO/TAHOE INTERNATIONAL AIRPORT,NV,39.508,-119.768,2021,12
SALT LAKE CITY INTERNATIONAL AIRPORT,UT,40.771,-111.965,2021,12
WASHINGTON DULLES INTERNATIONAL AP,VA,38.935,-77.447,2021,12
RONALD REAGAN WASHINGTON NATL AP,VA,38.847,-77.035,2021,11
ANDREWS AIR FORCE BASE AIRPORT,MD,38.817,-76.867,2021,10
LITTLE ROCK AFB AIRPORT,AR,34.917,-92.15,2021,10
MAHLON SWEET FIELD AIRPORT,OR,44.133,-123.216,2021,10
RALEIGH-DURHAM INTERNATIONAL AP,NC,35.892,-78.782,2021,10
BOISE AIR TERMINAL/GOWEN FD AIRPORT,ID,43.567,-116.241,2021,9
NASHVILLE INTERNATIONAL AIRPORT,TN,36.111,-86.688,2021,9
WILL ROGERS WORLD AIRPORT,OK,35.388,-97.6,2021,9
WILMINGTON INTERNATIONAL AIRPORT,NC,34.267,-77.9,2021,9
TUCSON INTERNATIONAL AIRPORT,AZ,32.132,-110.956,2021,8
CHARLESTON AFB/INTERNATIONAL AIRPORT,SC,32.899,-80.041,2021,7
HUNTSVILLE INTL/C.T.JONES FIELD AIRPORT,AL,34.644,-86.786,2021,7
JACKSON INTERNATIONAL AIRPORT,MS,32.32,-90.078,2021,7
MCCARRAN INTERNATIONAL AIRPORT,NV,36.072,-115.163,2021,7
MEMPHIS INTERNATIONAL AIRPORT,TN,35.056,-89.986,2021,7
PORTLAND INTERNATIONAL AIRPORT,OR,45.596,-122.609,2021,7
BIRMINGHAM INTERNATIONAL AIRPORT,AL,33.565,-86.745,2021,6
PIEDMONT TRIAD INTERNATIONAL AIRPORT,NC,36.097,-79.943,2021,6
G BUSH INTERCONTINENTAL AP/HOUSTON AP,TX,29.984,-95.361,2021,5
AUSTIN-BERGSTROM INTL AIRPORT,TX,30.183,-97.68,2021,4
CHARLOTTE/DOUGLAS INTERNATIONAL AP,NC,35.223,-80.954,2021,4
DALLAS/FT WORTH INTERNATIONAL AP,TX,32.897,-97.022,2021,4
LOUIS ARMSTRONG NEW ORLEANS INTL AP,LA,29.998,-90.278,2021,4
PENSACOLA REGIONAL AIRPORT,FL,30.476,-87.186,2021,4
GREENVILLE-SPARTANBURG INTL AIRPORT,SC,34.906,-82.213,2021,3
GULFPORT-BILOXI INTL ARPT,MS,30.412,-89.081,2021,3
HARTSFIELD-JACKSON ATLANTA INTL AP,GA,33.63,-84.442,2021,3
PHOENIX SKY HARBOR INTL AIRPORT,AZ,33.428,-112.004,2021,3
JACKSONVILLE INTERNATIONAL AIRPORT,FL,30.495,-81.694,2021,2
ORLANDO INTERNATIONAL AIRPORT,FL,28.418,-81.324,2021,2
SAN ANTONIO INTERNATIONAL AIRPORT,TX,29.544,-98.484,2021,2
SAVANNAH/HILTON HEAD INTL AIRPORT,GA,32.131,-81.202,2021,2
SHREVEPORT REGIONAL AIRPORT,LA,32.447,-93.824,2021,2
FT LAUD/HOLLYWOOD INTL APT,FL,26.079,-80.162,2021,1
SAN DIEGO INTERNATIONAL AIRPORT,CA,32.734,-117.183,2021,1
TAMPA INTERNATIONAL AIRPORT,FL,27.963,-82.54,2021,1
FRESNO YOSEMITE INTERNATIONAL AIRPORT,CA,36.78,-119.72,2021,0
HONOLULU INTERNATIONAL AIRPORT,HI,21.324,-157.939,2021,0
J. WAYNE APT-ORANGE CO APT,CA,33.68,-117.867,2021,0
KAHULUI AIRPORT,HI,20.889,-156.435,2021,0
LIHUE AIRPORT,HI,21.98,-159.339,2021,0
LOS ANGELES INTERNATIONAL AIRPORT,CA,33.938,-118.387,2021,0
MIAMI INTERNATIONAL AIRPORT,FL,25.788,-80.317,2021,0
ONTARIO INTERNATIONAL ARPT,CA,34.053,-117.577,2021,0
SACRAMENTO INTL AIRPORT,CA,38.701,-121.595,2021,0
SAN FRANCISCO INTERNATIONAL AIRPORT,CA,37.62,-122.366,2021,0
SANTA BARBARA MUNICIPAL AIRPORT,CA,34.424,-119.842,2021,0
CITY OF COLORADO SPRINGS MUNICIPAL AP,CO,38.809,-104.689,2022,64
HECTOR INTERNATIONAL AIRPORT,ND,46.924,-96.812,2022,61
JOE FOSS FIELD AIRPORT,SD,43.578,-96.754,2022,56
DENVER INTERNATIONAL AIRPORT,CO,39.847,-104.656,2022,51
MINNEAPOLIS-ST PAUL INTERNATIONAL AP,MN,44.885,-93.231,2022,51
DULUTH INTERNATIONAL AIRPORT,MN,46.844,-92.187,2022,50
MANCHESTER AIRPORT,NH,42.93,-71.436,2022,50
ABRAHAM LINCOLN CAPITAL AIRPORT,IL,39.845,-89.684,2022,48
PORTLAND INTERNATIONAL JETPORT AP,ME,43.642,-70.304,2022,48
NATRONA COUNTY INTERNATIONAL AP,WY,42.898,-106.474,2022,47
GEN E L LOGAN INTERNATIONAL AIRPORT,MA,42.361,-71.01,2022,46
LINCOLN MUNICIPAL AIRPORT,NE,40.848,-96.765,2022,46
SYRACUSE HANCOCK INTERNATIONAL AP,NY,43.111,-76.104,2022,46
THEODORE F GREEN STATE AIRPORT,RI,41.723,-71.432,2022,46
BURLINGTON INTERNATIONAL AIRPORT,VT,44.468,-73.15,2022,43
GREATER ROCHESTER INTERNATIONAL AP,NY,43.117,-77.675,2022,43
TED STEVENS ANCHORAGE INTL,AK,61.169,-150.028,2022,42
AUSTIN STRAUBEL INTERNATIONAL AP,WI,44.48,-88.137,2022,41
EPPLEY AIRFIELD AIRPORT,NE,41.312,-95.902,2022,40
GALLATIN FIELD AIRPORT,MT,45.788,-111.162,2022,40
BRADLEY INTERNATIONAL AIRPORT,CT,41.937,-72.682,2022,39
EASTERN IOWA REGIONAL AIRPORT,IA,41.883,-91.725,2022,39
ALBUQUERQUE INTL SUNPORT AIRPORT,NM,35.042,-106.615,2022,38
BUFFALO NIAGARA INTERNATIONAL AP,NY,42.94,-78.736,2022,38
DES MOINES INTERNATIONAL AIRPORT,IA,41.534,-93.653,2022,38
ALBANY INTERNATIONAL AIRPORT,NY,42.747,-73.799,2022,37
JOHN F KENNEDY INTERNATIONAL AIRPORT,NY,40.639,-73.764,2022,36
JUNEAU INTERNATIONAL,AK,58.354,-134.556,2022,34
BILLINGS LOGAN INTERNATIONAL AIRPORT,MT,45.807,-108.546,2022,33
CHICAGO MIDWAY INTL ARPT,IL,41.784,-87.755,2022,32
CHICAGO O'HARE INTERNATIONAL AIRPORT,IL,41.96,-87.932,2022,31
GENERAL MITCHELL INTERNATIONAL AP,WI,42.955,-87.905,2022,31
LA GUARDIA AIRPORT,NY,40.779,-73.88,2022,31
TRENTON MERCER AIRPORT,NJ,40.277,-74.816,2022,31
ATLANTIC CITY INTERNATIONAL AIRPORT,NJ,39.452,-74.567,2022,30
DETROIT METRO WAYNE COUNTY AIRPORT,MI,42.231,-83.331,2022,30
GERALD R FORD INTERNATIONAL AIRPORT,MI,42.882,-85.523,2022,29
KANSAS CITY INTERNATIONAL AIRPORT,MO,39.297,-94.731,2022,29
NEWARK LIBERTY INTERNATIONAL AP,NJ,40.683,-74.169,2022,29
PHILADELPHIA INTERNATIONAL AIRPORT,PA,39.873,-75.227,2022,29
BALTIMORE-WASHINGTON INTL AIRPORT,MD,39.173,-76.684,2022,28
RONALD REAGAN WASHINGTON NATL AP,VA,38.847,-77.035,2022,28
FORT WAYNE INTERNATIONAL AIRPORT,IN,40.972,-85.206,2022,27
